2011-01-14 16:00:00,1000000.0
2011-01-18 16:00:00,988300.0
2011-01-19 16:00:00,985600.0
2011-01-20 16:00:00,986040.0
2011-01-21 16:00:00,984880.0
2011-01-24 16:00:00,1000920.0
2011-01-25 16:00:00,1007960.0
2011-01-26 16:00:00,1006400.0
2011-01-27 16:00:00,1006520.0
2011-01-28 16:00:00,999280.0
2011-01-31 16:00:00,1010120.0
2011-02-01 16:00:00,1026880.0
2011-02-02 16:00:00,1026840.0
2011-02-03 16:00:00,1025870.0
2011-02-04 16:00:00,1028540.0
2011-02-07 16:00:00,1032530.0
2011-02-08 16:00:00,1045940.0
2011-02-09 16:00:00,1040260.0
2011-02-10 16:00:00,1035520.0
2011-02-11 16:00:00,1044100.0
2011-02-14 16:00:00,1045310.0
2011-02-15 16:00:00,1039830.0
2011-02-16 16:00:00,1042060.0
2011-02-17 16:00:00,1046380.0
2011-02-18 16:00:00,1053560.0
2011-02-22 16:00:00,1022410.0
2011-02-23 16:00:00,1016600.0
2011-02-24 16:00:00,1016420.0
2011-02-25 16:00:00,1023520.0
2011-02-28 16:00:00,1025320.0
2011-03-01 16:00:00,1005240.0
2011-03-02 16:00:00,1005990.0
2011-03-03 16:00:00,1011822.0
2011-03-04 16:00:00,1008924.0
2011-03-07 16:00:00,1005594.0
2011-03-08 16:00:00,1009716.0
2011-03-09 16:00:00,1015998.0
2011-03-10 16:00:00,1009266.0
2011-03-11 16:00:00,1009986.0
2011-03-14 16:00:00,1008150.0
2011-03-15 16:00:00,1003992.0
2011-03-16 16:00:00,993426.0
2011-03-17 16:00:00,995496.0
2011-03-18 16:00:00,998502.0
2011-03-21 16:00:00,1001634.0
2011-03-22 16:00:00,1002210.0
2011-03-23 16:00:00,1004892.0
2011-03-24 16:00:00,1005792.0
2011-03-25 16:00:00,1009536.0
2011-03-28 16:00:00,1008114.0
2011-03-29 16:00:00,1010778.0
2011-03-30 16:00:00,1012038.0
2011-03-31 16:00:00,1011102.0
2011-04-01 16:00:00,1013208.0
2011-04-04 16:00:00,1013172.0
2011-04-05 16:00:00,1012722.0
2011-04-06 16:00:00,1012812.0
2011-04-07 16:00:00,1013406.0
2011-04-08 16:00:00,1012830.0
2011-04-11 16:00:00,1012650.0
2011-04-12 16:00:00,1011426.0
2011-04-13 16:00:00,1012650.0
2011-04-14 16:00:00,1014432.0
2011-04-15 16:00:00,1016610.0
2011-04-18 16:00:00,1016142.0
2011-04-19 16:00:00,1015188.0
2011-04-20 16:00:00,1014054.0
2011-04-21 16:00:00,1020246.0
2011-04-25 16:00:00,1019184.0
2011-04-26 16:00:00,1020624.0
2011-04-27 16:00:00,1023918.0
2011-04-28 16:00:00,1024638.0
2011-04-29 16:00:00,1024278.0
2011-05-02 16:00:00,1027032.0
2011-05-03 16:00:00,1028310.0
2011-05-04 16:00:00,1024350.0
2011-05-05 16:00:00,1020570.0
2011-05-06 16:00:00,1022640.0
2011-05-09 16:00:00,1023018.0
2011-05-10 16:00:00,1025268.0
2011-05-11 16:00:00,1023720.0
2011-05-12 16:00:00,1028544.0
2011-05-13 16:00:00,1024458.0
2011-05-16 16:00:00,1022586.0
2011-05-17 16:00:00,1025484.0
2011-05-18 16:00:00,1025376.0
2011-05-19 16:00:00,1025646.0
2011-05-20 16:00:00,1024890.0
2011-05-23 16:00:00,1021542.0
2011-05-24 16:00:00,1020651.0
2011-05-25 16:00:00,1019892.0
2011-05-26 16:00:00,1018044.0
2011-05-27 16:00:00,1019067.0
2011-05-31 16:00:00,1023687.0
2011-06-01 16:00:00,1016031.0
2011-06-02 16:00:00,1014513.0
2011-06-03 16:00:00,1014513.0
2011-06-06 16:00:00,1014513.0
2011-06-07 16:00:00,1014513.0
2011-06-08 16:00:00,1014513.0
2011-06-09 16:00:00,1014513.0
2011-06-10 16:00:00,1014513.0
2011-06-13 16:00:00,1015341.0
2011-06-14 16:00:00,1022325.0
2011-06-15 16:00:00,1015521.0
2011-06-16 16:00:00,1013625.0
2011-06-17 16:00:00,1007769.0
2011-06-20 16:00:00,1001865.0
2011-06-21 16:00:00,1013793.0
2011-06-22 16:00:00,1010577.0
2011-06-23 16:00:00,1020873.0
2011-06-24 16:00:00,1015041.0
2011-06-27 16:00:00,1021845.0
2011-06-28 16:00:00,1025697.0
2011-06-29 16:00:00,1024233.0
2011-06-30 16:00:00,1026177.0
2011-07-01 16:00:00,1035249.0
2011-07-05 16:00:00,1042629.0
2011-07-06 16:00:00,1045413.0
2011-07-07 16:00:00,1051905.0
2011-07-08 16:00:00,1054905.0
2011-07-11 16:00:00,1048089.0
2011-07-12 16:00:00,1047789.0
2011-07-13 16:00:00,1052889.0
2011-07-14 16:00:00,1052589.0
2011-07-15 16:00:00,1061133.0
2011-07-18 16:00:00,1071741.0
2011-07-19 16:00:00,1075389.0
2011-07-20 16:00:00,1087401.0
2011-07-21 16:00:00,1087857.0
2011-07-22 16:00:00,1095045.0
2011-07-25 16:00:00,1101261.0
2011-07-26 16:00:00,1107129.0
2011-07-27 16:00:00,1094193.0
2011-07-28 16:00:00,1093269.0
2011-07-29 16:00:00,1091673.0
2011-08-01 16:00:00,1099161.0
2011-08-02 16:00:00,1089801.0
2011-08-03 16:00:00,1094169.0
2011-08-04 16:00:00,1076013.0
2011-08-05 16:00:00,1071525.0
2011-08-08 16:00:00,1047141.0
2011-08-09 16:00:00,1071993.0
2011-08-10 16:00:00,1058327.0
2011-08-11 16:00:00,1071000.6000000001
2011-08-12 16:00:00,1074936.6000000001
2011-08-15 16:00:00,1082604.6000000001
2011-08-16 16:00:00,1079100.6000000001
2011-08-17 16:00:00,1079052.6000000001
2011-08-18 16:00:00,1061868.6000000001
2011-08-19 16:00:00,1049892.6000000001
2011-08-22 16:00:00,1050384.6000000001
2011-08-23 16:00:00,1070880.6000000001
2011-08-24 16:00:00,1073964.6000000001
2011-08-25 16:00:00,1071024.6000000001
2011-08-26 16:00:00,1082808.6000000001
2011-08-29 16:00:00,1090440.6000000001
2011-08-30 16:00:00,1090464.6000000001
2011-08-31 16:00:00,1084296.6000000001
2011-09-01 16:00:00,1079760.6000000001
2011-09-02 16:00:00,1071420.6000000001
2011-09-06 16:00:00,1078224.6000000001
2011-09-07 16:00:00,1083228.6000000001
2011-09-08 16:00:00,1083480.6000000001
2011-09-09 16:00:00,1075524.6000000001
2011-09-12 16:00:00,1078464.6000000001
2011-09-13 16:00:00,1084056.6000000001
2011-09-14 16:00:00,1089648.6000000001
2011-09-15 16:00:00,1094016.5999999999
2011-09-16 16:00:00,1103028.6000000001
2011-09-19 16:00:00,1116324.6000000001
2011-09-20 16:00:00,1118496.6000000001
2011-09-21 16:00:00,1116936.6000000001
2011-09-22 16:00:00,1104600.6000000001
2011-09-23 16:00:00,1107564.6000000001
2011-09-26 16:00:00,1106220.6000000001
2011-09-27 16:00:00,1101540.6000000001
2011-09-28 16:00:00,1098852.6000000001
2011-09-29 16:00:00,1091160.6000000001
2011-09-30 16:00:00,1080108.6000000001
